"ward","cid","county","wid","vid","village","county_2","subCounty_2","lhz","studyGroup","team_2"
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified5","13","Wajir","108","57","Kanjara","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified7","13","Wajir","110","4","danaba","Wajir","",2,1,7
"Not specified8","13","Wajir","111","21","Burder","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Not specified9","13","Wajir","112","47","Kabadole","Wajir","",2,1,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Nzambani","5","Kitui","113","167","Syolima","Kitui","Kitui East Sub County",4,2,7
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Obbu","8","Marsabit","114","12","Bandarero","Marsabit","Moyale",1,1,4
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","98","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","98","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","98","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","225","village 49","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","60","Kawalash","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","97","Lpusii","Isiolo","Isiolo North",2,1,1
"Oldonyiro","3","Isiolo","115","143","Oldonyiro","Isiolo","Isiolo North",2,1,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Porro","9","Samburu","116","226","village 50","Samburu","Samburu Central Sub County",1,2,1
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ramisi","6","Kwale","117","227","village 51","Kwale","Msambweni Sub County",5,2,5
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ravine","1","Baringo","118","228","village 52","Baringo","Koibatek Sub County",3,2,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Ribkwo","1","Baringo","119","78","Kositei","Baringo","Tiaty",3,1,8
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","42","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Sagante","8","Marsabit","121","41","Goro Rukesa","Marsabit","Saku",1,1,4
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","229","village 53","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","261","village 85","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North",3,1,8
"Saimo-soi","1","Baringo","122","5","Akorian","Baringo","Baringo North",3,1,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","261","village 85","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","229","village 53","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","158","Sibilo","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","14","Barketiew","Baringo","Baringo North Sub County",3,2,8
"Saimo/soi","1","Baringo","122","5","Akorian","Baringo","Baringo North Sub County",3,2,8
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Sankuri","2","Garissa","124","154","Shabaah","Garissa","Balambala",2,1,7
"Shimo La Tewa","4","Kilifi","125","231","village 55","Kilifi","Kilifi South Sub County",5,2,9
